date,hospital_branch,weekday,total_beds,icu_beds,occupied_beds,occupied_icu_beds,available_beds,admissions,discharges,emergency_cases,staff_available
3/17/2024,Metro Hospital,Wednesday,235,54,182,41,56,60,33,12,60
3/18/2024,Metro Hospital,Monday,238,55,183,52,55,38,32,30,112
3/19/2024,Metro Hospital,Saturday,224,39,199,22,24,40,50,17,61
3/20/2024,Metro Hospital,Monday,225,40,224,38,1,44,37,32,84
3/21/2024,Metro Hospital,Saturday,235,54,235,46,-1,44,36,18,74
3/22/2024,Metro Hospital,Wednesday,234,52,187,37,46,21,48,17,64
3/23/2024,Metro Hospital,Saturday,175,29,98,11,77,22,48,35,58
3/24/2024,Metro Hospital,Thursday,282,62,243,42,41,44,15,22,51
3/25/2024,Metro Hospital,Tuesday,224,42,222,16,0,30,13,13,69
3/26/2024,Metro Hospital,Thursday,228,39,221,25,3,41,44,21,96
3/27/2024,Metro Hospital,Wednesday,282,60,236,36,42,26,28,8,69
3/28/2024,Metro Hospital,Friday,281,62,192,50,87,32,18,11,90
3/29/2024,Metro Hospital,Sunday,226,43,194,34,34,36,41,14,114
3/30/2024,Metro Hospital,Wednesday,174,29,175,31,2,42,42,25,84
3/31/2024,Metro Hospital,Thursday,176,32,135,3,38,25,35,33,114
4/1/2024,Metro Hospital,Saturday,224,40,204,42,20,27,46,32,71
4/2/2024,Metro Hospital,Sunday,280,61,195,40,86,44,52,24,83
4/3/2024,Metro Hospital,Saturday,175,33,176,24,-2,44,34,31,119
4/4/2024,Metro Hospital,Tuesday,234,54,221,47,18,49,44,16,66
4/5/2024,Metro Hospital,Monday,224,42,201,35,27,50,13,24,69
4/6/2024,Metro Hospital,Wednesday,174,29,130,26,48,33,33,34,65
4/7/2024,Metro Hospital,Sunday,177,31,177,32,-1,59,30,24,108
4/8/2024,Metro Hospital,Saturday,224,40,200,32,26,32,27,22,80
4/9/2024,Metro Hospital,Monday,281,63,278,37,-1,33,26,23,106
4/10/2024,Metro Hospital,Sunday,278,61,230,64,47,34,38,21,86
4/11/2024,Metro Hospital,Tuesday,177,29,175,22,2,39,37,20,102
4/12/2024,Metro Hospital,Monday,175,29,175,27,2,38,18,17,86
4/13/2024,Metro Hospital,Thursday,227,40,225,34,1,68,37,25,54
4/14/2024,Metro Hospital,Wednesday,227,40,185,34,43,20,27,21,97
4/15/2024,Metro Hospital,Saturday,228,41,149,24,75,19,21,26,101
4/16/2024,Metro Hospital,Monday,234,53,219,32,17,22,38,30,62
4/17/2024,Metro Hospital,Monday,177,33,176,7,0,55,49,34,79
4/18/2024,Metro Hospital,Tuesday,280,60,274,59,6,42,24,25,78
4/19/2024,Metro Hospital,Sunday,281,61,256,33,26,31,53,17,58
4/20/2024,Metro Hospital,Wednesday,227,40,169,28,57,21,24,11,60
4/21/2024,Metro Hospital,Wednesday,236,52,227,43,11,51,18,28,111
4/22/2024,Metro Hospital,Saturday,227,39,170,29,53,57,42,30,82
4/23/2024,Metro Hospital,Wednesday,177,31,146,2,27,42,18,27,51
4/24/2024,Metro Hospital,Saturday,237,53,178,53,62,27,51,13,63
4/25/2024,Metro Hospital,Monday,225,40,166,32,60,28,51,22,107
4/26/2024,Metro Hospital,Thursday,278,64,279,14,0,31,34,10,71
4/27/2024,Metro Hospital,Tuesday,237,53,221,55,12,48,31,24,62
4/28/2024,Metro Hospital,Thursday,235,54,205,46,28,39,39,20,90
4/29/2024,Metro Hospital,Saturday,281,63,270,52,11,51,55,19,113
4/30/2024,Metro Hospital,Sunday,237,51,237,49,1,50,37,16,109
5/1/2024,Metro Hospital,Wednesday,280,63,172,39,104,52,34,28,100
5/2/2024,Metro Hospital,Tuesday,175,31,176,10,0,54,38,14,117
5/3/2024,Metro Hospital,Wednesday,234,55,235,47,0,22,23,29,99
5/4/2024,Metro Hospital,Friday,235,53,227,47,9,39,24,13,121
5/5/2024,Metro Hospital,Friday,173,29,176,16,1,46,31,25,105
5/6/2024,Metro Hospital,Wednesday,226,43,209,19,19,28,24,14,60
5/7/2024,Metro Hospital,Sunday,281,63,192,37,88,45,54,24,82
5/8/2024,Metro Hospital,Friday,174,29,149,22,24,30,51,30,92
5/9/2024,Metro Hospital,Monday,226,39,226,32,-2,66,38,16,63
5/10/2024,Metro Hospital,Friday,280,61,281,37,3,46,45,26,115
5/11/2024,Metro Hospital,Sunday,173,30,161,23,16,41,29,16,71
5/12/2024,Metro Hospital,Thursday,227,42,224,30,-2,59,50,30,73
5/13/2024,Metro Hospital,Tuesday,175,33,167,17,5,26,34,19,100
5/14/2024,Metro Hospital,Saturday,173,29,157,30,22,29,50,21,81
5/15/2024,Metro Hospital,Saturday,177,31,173,20,0,61,30,23,92
5/16/2024,Metro Hospital,Sunday,173,31,123,13,52,40,15,20,50
5/17/2024,Metro Hospital,Tuesday,234,54,234,47,1,44,31,23,81
5/18/2024,Metro Hospital,Wednesday,279,61,282,30,-1,45,24,14,79
5/19/2024,Metro Hospital,Friday,176,33,170,30,3,54,29,16,54
5/20/2024,Metro Hospital,Saturday,177,30,176,28,1,47,16,22,65
5/21/2024,Metro Hospital,Tuesday,237,54,235,52,1,67,50,24,56
5/22/2024,Metro Hospital,Wednesday,237,51,209,48,25,30,22,13,61
5/23/2024,Metro Hospital,Saturday,177,30,175,26,-2,46,17,29,52
5/24/2024,Metro Hospital,Sunday,234,54,201,38,32,24,40,28,101
5/25/2024,Metro Hospital,Sunday,279,62,257,31,24,27,45,36,70
5/26/2024,Metro Hospital,Monday,228,39,228,31,-2,69,19,14,83
5/27/2024,Metro Hospital,Thursday,176,32,175,19,-1,28,22,15,78
5/28/2024,Metro Hospital,Friday,174,32,150,25,26,28,49,32,93
5/29/2024,Metro Hospital,Saturday,279,61,279,47,-1,56,44,9,70
5/30/2024,Metro Hospital,Wednesday,236,55,203,39,32,53,44,31,93
5/31/2024,Metro Hospital,Monday,235,53,220,42,15,43,42,18,71
6/1/2024,Metro Hospital,Sunday,177,31,174,24,2,57,25,24,118
6/2/2024,Metro Hospital,Monday,281,64,259,61,21,53,45,16,74
6/3/2024,Metro Hospital,Friday,237,53,221,43,14,34,47,16,113
6/4/2024,Metro Hospital,Thursday,278,60,282,39,-2,47,19,14,93
6/5/2024,Metro Hospital,Monday,282,60,282,40,-2,44,40,15,108
6/6/2024,Metro Hospital,Wednesday,226,41,222,41,4,44,31,26,116
6/7/2024,Metro Hospital,Sunday,227,39,208,30,20,28,48,31,59
6/8/2024,Metro Hospital,Saturday,176,31,165,13,8,34,45,20,77
6/9/2024,Metro Hospital,Wednesday,224,43,228,23,-1,50,27,22,95
6/10/2024,Metro Hospital,Wednesday,238,54,237,52,-2,34,20,20,82
6/11/2024,Metro Hospital,Monday,278,60,184,51,96,26,42,32,84
6/12/2024,Metro Hospital,Sunday,224,43,191,17,37,55,22,31,52
6/13/2024,Metro Hospital,Saturday,173,29,157,32,21,26,40,10,93
6/14/2024,Metro Hospital,Saturday,235,51,215,40,23,23,29,12,65
6/15/2024,Metro Hospital,Friday,235,55,202,52,35,39,49,26,70
6/16/2024,Metro Hospital,Sunday,173,29,146,29,29,27,55,8,108
6/17/2024,Metro Hospital,Sunday,279,63,215,27,67,30,32,10,116
6/18/2024,Metro Hospital,Monday,227,42,214,37,14,29,32,32,61
6/19/2024,Metro Hospital,Friday,234,52,217,33,20,25,41,22,53
6/20/2024,Metro Hospital,Sunday,234,53,222,55,13,45,51,17,68
6/21/2024,Metro Hospital,Sunday,236,51,184,46,51,21,49,25,75
6/22/2024,Metro Hospital,Sunday,177,33,176,21,1,68,27,16,114
6/23/2024,Metro Hospital,Saturday,280,61,280,34,3,35,26,11,109
6/24/2024,Metro Hospital,Friday,228,41,224,42,2,34,19,16,53
6/25/2024,Metro Hospital,Thursday,176,32,170,28,7,29,38,24,57
6/26/2024,Metro Hospital,Monday,226,39,193,13,34,47,41,19,58
6/27/2024,Metro Hospital,Wednesday,235,55,181,39,53,61,34,14,63
6/28/2024,Metro Hospital,Sunday,225,43,195,33,33,39,41,15,115
6/29/2024,Metro Hospital,Thursday,176,29,173,31,-2,50,26,23,107
6/30/2024,Metro Hospital,Wednesday,279,61,280,16,1,43,13,33,67
7/1/2024,Metro Hospital,Thursday,282,61,279,63,1,38,17,30,70
7/2/2024,Metro Hospital,Tuesday,227,40,224,40,3,32,17,17,80
7/3/2024,Metro Hospital,Thursday,278,61,272,42,8,43,50,27,78
7/4/2024,Metro Hospital,Wednesday,225,43,224,35,-1,48,38,17,67
7/5/2024,Metro Hospital,Tuesday,234,54,231,46,3,31,34,21,98
7/6/2024,Metro Hospital,Saturday,175,32,135,12,36,20,36,15,114
7/7/2024,Metro Hospital,Saturday,224,41,160,24,67,22,46,10,54
7/8/2024,Metro Hospital,Tuesday,237,54,234,43,-2,46,30,25,84
7/9/2024,Metro Hospital,Wednesday,225,41,228,24,1,53,31,21,96
7/10/2024,Metro Hospital,Tuesday,236,52,200,52,34,59,38,15,66
7/11/2024,Metro Hospital,Sunday,235,51,206,41,30,31,43,19,95
7/12/2024,Metro Hospital,Thursday,279,61,277,29,2,53,42,22,110
7/13/2024,Metro Hospital,Saturday,282,61,211,49,66,50,33,14,99
7/14/2024,Metro Hospital,Thursday,236,51,197,35,38,47,30,15,92
7/15/2024,Metro Hospital,Wednesday,234,51,236,53,-2,36,23,17,71
7/16/2024,Metro Hospital,Monday,238,53,204,55,29,24,41,14,81
7/17/2024,Metro Hospital,Wednesday,224,43,215,29,8,42,52,19,119
7/18/2024,Metro Hospital,Friday,278,63,261,37,15,26,22,25,75
7/19/2024,Metro Hospital,Tuesday,234,55,209,39,27,34,24,19,68
7/20/2024,Metro Hospital,Sunday,177,29,174,20,2,34,23,27,89
7/21/2024,Metro Hospital,Sunday,175,32,175,1,0,55,44,33,75
7/22/2024,Metro Hospital,Monday,225,40,228,35,0,43,31,15,83
7/23/2024,Metro Hospital,Monday,174,32,173,29,0,38,19,14,88
7/24/2024,Metro Hospital,Tuesday,174,33,176,22,2,43,36,21,102
7/25/2024,Metro Hospital,Sunday,175,29,124,16,53,40,13,16,50
7/26/2024,Metro Hospital,Friday,177,30,161,19,17,48,31,18,70
7/27/2024,Metro Hospital,Wednesday,177,33,177,27,1,35,31,31,59
7/28/2024,Metro Hospital,Friday,280,61,275,44,5,49,20,32,63
7/29/2024,Metro Hospital,Saturday,175,32,174,22,-2,59,27,21,94
7/30/2024,Metro Hospital,Wednesday,235,54,232,40,4,48,26,18,57
7/31/2024,Metro Hospital,Monday,236,52,220,41,13,42,40,18,69
8/1/2024,Metro Hospital,Saturday,234,51,234,45,2,33,30,27,94
8/2/2024,Metro Hospital,Thursday,280,64,282,32,1,49,42,12,103
8/3/2024,Metro Hospital,Wednesday,282,64,281,59,-2,51,34,33,65
8/4/2024,Metro Hospital,Friday,228,42,226,21,0,55,47,14,99
8/5/2024,Metro Hospital,Tuesday,176,32,174,11,-2,31,21,24,90
8/6/2024,Metro Hospital,Thursday,175,33,171,26,4,30,38,22,56
8/7/2024,Metro Hospital,Thursday,234,55,219,44,20,34,40,26,73
8/8/2024,Metro Hospital,Sunday,237,51,227,50,10,37,50,18,82
8/9/2024,Metro Hospital,Friday,177,31,170,32,2,54,29,19,56
8/10/2024,Metro Hospital,Wednesday,235,55,233,50,0,24,26,27,96
8/11/2024,Metro Hospital,Monday,281,62,252,61,26,44,19,31,52
8/12/2024,Metro Hospital,Monday,227,39,168,34,58,28,50,24,106
8/13/2024,Metro Hospital,Thursday,176,33,145,21,28,36,34,33,85
8/14/2024,Metro Hospital,Monday,236,53,192,44,45,58,29,34,93
8/15/2024,Metro Hospital,Tuesday,238,53,236,54,2,58,56,22,67
8/16/2024,Metro Hospital,Thursday,278,60,278,15,1,62,36,14,57
8/17/2024,Metro Hospital,Sunday,225,42,171,30,51,55,29,10,116
8/18/2024,Metro Hospital,Monday,225,42,206,37,20,21,41,31,120
8/19/2024,Metro Hospital,Wednesday,175,29,177,16,1,35,24,22,97
8/20/2024,Metro Hospital,Saturday,281,62,278,35,0,33,15,17,60
8/21/2024,Metro Hospital,Thursday,235,51,238,54,0,56,24,29,101
8/22/2024,Metro Hospital,Wednesday,226,41,211,24,17,33,46,20,50
8/23/2024,Metro Hospital,Monday,228,39,167,36,60,26,53,22,109
8/24/2024,Metro Hospital,Saturday,173,29,174,22,-2,59,27,24,92
8/25/2024,Metro Hospital,Wednesday,174,33,175,30,1,41,38,27,81
8/26/2024,Metro Hospital,Tuesday,235,51,200,52,36,56,38,15,69
8/27/2024,Metro Hospital,Monday,279,64,258,62,23,51,48,13,75
8/28/2024,Metro Hospital,Friday,278,62,278,9,1,47,42,26,65
8/29/2024,Metro Hospital,Wednesday,226,43,216,33,10,21,35,18,50
8/30/2024,Metro Hospital,Monday,228,43,224,23,0,49,19,28,69
8/31/2024,Metro Hospital,Thursday,281,61,262,33,19,43,37,21,114
9/1/2024,Metro Hospital,Sunday,238,52,235,50,0,41,29,19,106
9/2/2024,Metro Hospital,Wednesday,224,41,216,33,14,19,32,22,51
9/3/2024,Metro Hospital,Saturday,282,61,281,17,-1,70,43,21,112
9/4/2024,Metro Hospital,Thursday,282,61,200,58,80,22,20,18,66
9/5/2024,Metro Hospital,Friday,281,62,234,26,48,22,14,27,66
9/6/2024,Metro Hospital,Sunday,279,60,248,46,29,56,30,8,73
9/7/2024,Metro Hospital,Tuesday,278,60,280,43,1,48,34,20,49
9/8/2024,Metro Hospital,Tuesday,280,64,281,63,-2,47,36,19,115
9/9/2024,Metro Hospital,Thursday,235,55,206,33,33,61,44,32,82
9/10/2024,Metro Hospital,Sunday,228,39,179,25,43,42,19,10,107
9/11/2024,Metro Hospital,Friday,177,32,172,21,2,33,32,24,112
9/12/2024,Metro Hospital,Wednesday,237,55,236,52,2,40,21,19,106
9/13/2024,Metro Hospital,Thursday,175,31,165,14,13,27,38,19,107
9/14/2024,Metro Hospital,Wednesday,280,64,196,53,84,36,38,21,57
9/15/2024,Metro Hospital,Tuesday,225,39,167,38,56,26,27,34,58
9/16/2024,Metro Hospital,Sunday,280,63,264,58,16,42,22,27,54
9/17/2024,Metro Hospital,Monday,173,31,143,4,31,30,50,28,118
9/18/2024,Metro Hospital,Thursday,280,63,232,34,48,23,25,24,107
9/19/2024,Metro Hospital,Thursday,224,40,168,32,57,20,37,35,93
9/20/2024,Metro Hospital,Saturday,235,55,223,50,12,35,51,15,80
9/21/2024,Metro Hospital,Tuesday,224,39,226,18,1,30,17,13,71
9/22/2024,Metro Hospital,Friday,236,53,236,36,2,49,28,14,80
9/23/2024,Metro Hospital,Friday,278,62,269,60,13,37,32,27,86
9/24/2024,Metro Hospital,Saturday,278,62,265,32,14,31,40,30,60
9/25/2024,Metro Hospital,Tuesday,173,30,174,10,-1,52,19,18,97
9/26/2024,Metro Hospital,Sunday,177,31,173,29,2,58,31,27,108
9/27/2024,Metro Hospital,Sunday,174,29,158,24,16,43,30,16,67
9/28/2024,Metro Hospital,Sunday,279,63,281,59,-2,52,22,23,99
9/29/2024,Metro Hospital,Sunday,225,40,191,19,39,59,24,32,55
9/30/2024,Metro Hospital,Sunday,237,52,237,51,0,40,27,22,109
10/1/2024,Metro Hospital,Tuesday,281,62,272,59,10,33,17,15,93
10/2/2024,Metro Hospital,Saturday,279,64,254,40,24,20,45,22,106
10/3/2024,Metro Hospital,Saturday,280,62,264,32,16,30,40,29,58
10/4/2024,Metro Hospital,Saturday,175,31,174,26,-1,45,34,34,118
10/5/2024,Metro Hospital,Monday,175,30,176,23,2,58,36,15,60
10/6/2024,Metro Hospital,Sunday,279,61,280,41,1,43,45,31,106
10/7/2024,Metro Hospital,Monday,173,31,173,7,1,43,22,32,109
10/8/2024,Metro Hospital,Monday,228,39,195,13,32,48,44,20,58
10/9/2024,Metro Hospital,Friday,237,53,179,37,56,29,54,14,104
10/10/2024,Metro Hospital,Saturday,228,43,208,41,19,31,46,25,81
10/11/2024,Metro Hospital,Friday,238,55,215,34,21,21,42,23,52
10/12/2024,Metro Hospital,Thursday,238,51,235,40,-1,54,26,17,78
10/13/2024,Metro Hospital,Saturday,224,42,228,30,1,30,24,15,97
10/14/2024,Metro Hospital,Tuesday,235,55,216,30,22,26,43,16,102
10/15/2024,Metro Hospital,Sunday,282,61,230,62,48,33,40,22,84
10/16/2024,Metro Hospital,Wednesday,282,63,280,15,-2,34,19,17,107
10/17/2024,Metro Hospital,Thursday,238,51,219,45,18,36,40,25,74
10/18/2024,Metro Hospital,Sunday,280,61,247,51,31,19,44,31,120
10/19/2024,Metro Hospital,Saturday,282,64,279,51,1,56,44,10,68
10/20/2024,Metro Hospital,Thursday,175,32,147,31,26,50,40,19,110
10/21/2024,Metro Hospital,Sunday,280,63,280,38,1,46,46,31,107
10/22/2024,Metro Hospital,Saturday,279,63,281,32,-1,64,16,34,76
10/23/2024,Metro Hospital,Monday,227,40,189,34,37,35,29,25,102
10/24/2024,Metro Hospital,Wednesday,237,54,206,52,29,37,47,21,54
10/25/2024,Metro Hospital,Friday,280,61,278,24,1,69,39,34,112
10/26/2024,Metro Hospital,Monday,225,39,196,39,32,34,54,17,103
10/27/2024,Metro Hospital,Sunday,237,54,237,51,0,55,31,15,95
10/28/2024,Metro Hospital,Sunday,227,42,215,41,11,33,24,32,114
10/29/2024,Metro Hospital,Sunday,176,29,177,23,1,51,27,27,115
10/30/2024,Metro Hospital,Sunday,176,32,176,20,0,70,30,16,113
10/31/2024,Metro Hospital,Wednesday,225,40,224,27,0,53,27,18,96
11/1/2024,Metro Hospital,Sunday,228,40,180,25,47,40,22,8,109
11/2/2024,Metro Hospital,Thursday,237,51,231,38,7,48,41,34,57
11/3/2024,Metro Hospital,Wednesday,174,29,176,27,2,30,24,21,89
11/4/2024,Metro Hospital,Monday,176,30,169,23,4,36,44,32,97
11/5/2024,Metro Hospital,Monday,226,42,188,36,40,35,29,26,103
11/6/2024,Metro Hospital,Sunday,237,54,236,33,0,21,20,12,104
11/7/2024,Metro Hospital,Monday,237,55,206,53,31,24,44,11,79
11/8/2024,Metro Hospital,Sunday,234,55,235,51,-1,44,18,24,113
11/9/2024,Metro Hospital,Monday,227,43,196,23,28,58,41,18,95
11/10/2024,Metro Hospital,Monday,174,30,177,25,-1,56,38,13,60
11/11/2024,Metro Hospital,Sunday,174,33,159,10,14,53,25,22,115
11/12/2024,Metro Hospital,Thursday,279,63,281,38,0,44,17,14,93
11/13/2024,Metro Hospital,Friday,173,31,172,23,2,30,35,23,115
11/14/2024,Metro Hospital,Monday,173,29,174,12,1,57,16,28,87
11/15/2024,Metro Hospital,Monday,227,43,164,36,62,27,54,20,108
11/16/2024,Metro Hospital,Monday,227,39,209,37,19,22,43,33,120
11/17/2024,Metro Hospital,Wednesday,176,33,156,31,20,34,54,18,64
11/18/2024,Metro Hospital,Sunday,174,29,146,28,30,25,56,12,109
11/19/2024,Metro Hospital,Friday,279,64,282,50,2,35,22,20,114
11/20/2024,Metro Hospital,Sunday,238,53,237,35,2,39,33,31,75
11/21/2024,Metro Hospital,Friday,282,60,216,39,63,28,45,21,62
11/22/2024,Metro Hospital,Friday,228,43,224,20,1,58,36,17,70
11/23/2024,Metro Hospital,Saturday,279,60,219,26,60,38,54,23,53
11/24/2024,Metro Hospital,Friday,224,43,224,35,-1,66,40,18,51
11/25/2024,Metro Hospital,Saturday,282,60,244,55,36,22,45,28,53
11/26/2024,Metro Hospital,Tuesday,225,43,227,42,2,66,27,10,54
11/27/2024,Metro Hospital,Wednesday,238,52,180,53,53,27,32,12,97
11/28/2024,Metro Hospital,Tuesday,227,41,228,33,2,46,37,15,57
11/29/2024,Metro Hospital,Monday,173,32,161,32,12,26,19,25,118
11/30/2024,Metro Hospital,Sunday,226,39,193,39,33,55,50,18,64
12/1/2024,Metro Hospital,Monday,282,64,274,49,8,26,35,13,52
12/2/2024,Metro Hospital,Thursday,176,32,146,21,31,36,38,35,82
12/3/2024,Metro Hospital,Thursday,237,55,230,38,4,45,41,31,58
12/4/2024,Metro Hospital,Tuesday,238,52,234,54,1,54,32,26,75
12/5/2024,Metro Hospital,Sunday,177,33,175,23,1,54,48,23,59
12/6/2024,Metro Hospital,Saturday,234,52,212,39,22,24,30,14,68
12/7/2024,Metro Hospital,Sunday,278,63,280,24,1,50,23,14,78
12/8/2024,Metro Hospital,Monday,279,60,282,58,-2,51,21,15,99
12/9/2024,Metro Hospital,Sunday,282,61,279,40,-2,46,44,32,103
12/10/2024,Metro Hospital,Sunday,174,29,150,21,23,33,26,15,60
12/11/2024,Metro Hospital,Friday,176,33,175,24,1,61,47,23,117
12/12/2024,Metro Hospital,Thursday,280,61,281,54,-1,39,23,29,50
12/13/2024,Metro Hospital,Thursday,280,64,279,16,-1,58,34,15,58
12/14/2024,Metro Hospital,Wednesday,177,30,171,30,4,56,45,10,64
12/15/2024,Metro Hospital,Thursday,227,40,199,23,27,37,21,28,84
12/16/2024,Metro Hospital,Sunday,238,53,232,48,5,31,35,13,106
12/17/2024,Metro Hospital,Thursday,173,32,176,22,2,42,26,29,72
12/18/2024,Metro Hospital,Saturday,282,61,249,58,28,60,50,20,67
12/19/2024,Metro Hospital,Saturday,226,42,160,23,63,23,46,10,52
12/20/2024,Metro Hospital,Tuesday,227,40,214,33,14,57,50,17,68
12/21/2024,Metro Hospital,Saturday,238,55,219,37,20,32,39,19,59
12/22/2024,Metro Hospital,Thursday,174,30,152,25,22,59,37,13,71
12/23/2024,Metro Hospital,Sunday,174,30,173,23,2,56,48,23,56
12/24/2024,Metro Hospital,Friday,280,60,275,39,4,54,15,26,85
12/25/2024,Metro Hospital,Friday,280,64,279,34,1,60,33,12,100
12/26/2024,Metro Hospital,Monday,280,64,256,62,21,50,47,12,74
12/27/2024,Metro Hospital,Thursday,278,64,282,33,2,51,38,9,102
12/28/2024,Metro Hospital,Friday,177,30,150,30,25,55,54,28,97
12/29/2024,Metro Hospital,Tuesday,228,39,227,18,-1,52,23,26,99
12/30/2024,Metro Hospital,Saturday,278,64,246,55,34,24,44,25,57
12/31/2024,Metro Hospital,Tuesday,238,52,193,36,44,40,18,28,90
1/1/2025,Metro Hospital,Sunday,174,33,175,22,0,53,49,19,56
1/2/2025,Metro Hospital,Sunday,177,32,176,22,-1,55,48,22,58
1/3/2025,Metro Hospital,Thursday,227,40,184,35,43,21,51,29,100
1/4/2025,Metro Hospital,Sunday,280,64,256,30,27,29,54,17,60
1/5/2025,Metro Hospital,Monday,281,62,282,25,1,47,21,29,114
1/6/2025,Metro Hospital,Thursday,281,63,279,37,1,46,17,14,92
1/7/2025,Metro Hospital,Tuesday,173,33,123,7,48,23,41,23,66
1/8/2025,Metro Hospital,Friday,282,63,281,46,2,51,38,20,92
1/9/2025,Metro Hospital,Tuesday,173,29,154,20,21,56,44,25,65
1/10/2025,Metro Hospital,Wednesday,173,30,158,26,15,59,47,12,78
1/11/2025,Metro Hospital,Monday,278,61,281,38,2,24,16,29,60
1/12/2025,Metro Hospital,Friday,238,52,216,31,18,23,39,21,52
1/13/2025,Metro Hospital,Friday,234,55,216,32,19,24,40,22,55
1/14/2025,Metro Hospital,Saturday,228,39,210,28,15,51,31,30,114
1/15/2025,Metro Hospital,Monday,224,43,209,36,18,22,40,30,116
1/16/2025,Metro Hospital,Thursday,278,62,241,43,39,42,14,24,53
1/17/2025,Metro Hospital,Friday,236,52,238,48,0,47,42,21,69
1/18/2025,Metro Hospital,Sunday,280,61,277,27,4,32,22,22,105
1/19/2025,Metro Hospital,Thursday,228,40,219,24,7,43,41,21,96
1/20/2025,Metro Hospital,Thursday,173,29,145,21,29,37,35,33,84
1/21/2025,Metro Hospital,Thursday,281,63,232,41,49,25,51,9,113
1/22/2025,Metro Hospital,Thursday,175,31,147,31,28,29,47,23,94
1/23/2025,Metro Hospital,Saturday,227,39,173,39,51,35,54,20,91
1/24/2025,Metro Hospital,Wednesday,235,52,236,55,2,41,13,9,71
1/25/2025,Metro Hospital,Thursday,226,40,195,19,30,48,47,18,52
1/26/2025,Metro Hospital,Tuesday,174,31,173,31,1,41,45,24,75
1/27/2025,Metro Hospital,Tuesday,175,33,136,12,39,58,37,29,63
1/28/2025,Metro Hospital,Tuesday,227,41,227,32,0,45,17,20,108
1/29/2025,Metro Hospital,Friday,235,52,235,47,1,45,46,20,71
1/30/2025,Metro Hospital,Tuesday,225,40,172,33,53,57,52,23,101
1/31/2025,Metro Hospital,Friday,177,31,175,31,2,64,52,20,100
2/1/2025,Metro Hospital,Thursday,238,51,236,45,2,57,23,26,115
2/2/2025,Metro Hospital,Sunday,237,55,226,48,13,38,48,17,78
2/3/2025,Metro Hospital,Sunday,281,60,278,64,-2,54,37,29,70
2/4/2025,Metro Hospital,Thursday,225,40,188,35,35,54,29,18,71
2/5/2025,Metro Hospital,Thursday,280,60,240,44,40,41,17,24,53
2/6/2025,Metro Hospital,Thursday,236,55,236,51,0,69,54,10,71
2/7/2025,Metro Hospital,Tuesday,224,43,169,38,60,22,27,31,60
2/8/2025,Metro Hospital,Saturday,235,53,238,52,0,51,29,20,99
2/9/2025,Metro Hospital,Sunday,176,33,165,20,8,40,39,35,77
2/10/2025,Metro Hospital,Thursday,280,61,230,39,48,23,51,8,113
2/11/2025,Metro Hospital,Thursday,281,61,278,19,1,54,48,17,69
2/12/2025,Metro Hospital,Monday,227,42,224,25,-1,59,41,29,82
2/13/2025,Metro Hospital,Tuesday,238,54,236,45,1,48,24,14,66
2/14/2025,Metro Hospital,Sunday,234,52,203,36,34,24,41,29,102
2/15/2025,Metro Hospital,Saturday,281,62,203,40,76,30,52,21,117
2/16/2025,Metro Hospital,Friday,282,62,281,32,-1,60,37,11,102
2/17/2025,Metro Hospital,Monday,238,51,199,43,33,49,50,26,88
2/18/2025,Metro Hospital,Saturday,176,29,174,24,1,58,31,23,54
2/19/2025,Metro Hospital,Saturday,224,43,174,40,52,38,52,21,95
2/20/2025,Metro Hospital,Wednesday,174,32,129,27,45,36,30,31,66
2/21/2025,Metro Hospital,Sunday,281,61,279,23,-2,60,18,12,111
2/22/2025,Metro Hospital,Friday,173,29,151,25,24,32,52,28,91
2/23/2025,Metro Hospital,Monday,281,63,239,47,38,24,33,20,83
2/24/2025,Metro Hospital,Thursday,278,60,277,28,0,52,44,25,110
2/25/2025,Metro Hospital,Thursday,226,41,193,18,29,45,43,15,54
2/26/2025,Metro Hospital,Monday,238,53,235,48,1,50,35,12,90
2/27/2025,Metro Hospital,Saturday,279,63,272,52,9,50,52,18,117
2/28/2025,Metro Hospital,Sunday,225,41,164,36,59,26,31,25,54
3/1/2025,Metro Hospital,Tuesday,282,61,271,59,10,39,20,27,60
3/2/2025,Metro Hospital,Saturday,235,52,176,50,60,24,51,13,63
3/3/2025,Metro Hospital,Tuesday,234,51,235,55,-1,57,56,21,65
3/4/2025,Metro Hospital,Monday,238,52,226,47,9,36,43,18,69
3/5/2025,Metro Hospital,Saturday,238,54,237,36,2,58,19,16,81
3/6/2025,Metro Hospital,Sunday,282,60,282,27,-1,62,17,16,113
3/7/2025,Metro Hospital,Friday,281,62,279,34,2,62,33,15,101
3/8/2025,Metro Hospital,Sunday,236,54,234,50,0,50,36,18,84
3/9/2025,Metro Hospital,Saturday,234,55,236,30,0,56,23,19,67
3/10/2025,Metro Hospital,Thursday,280,61,274,43,7,41,48,25,79
3/11/2025,Metro Hospital,Wednesday,279,64,267,33,12,25,22,33,73
3/12/2025,Metro Hospital,Thursday,175,30,176,26,2,39,26,31,76
3/13/2025,Metro Hospital,Wednesday,279,64,262,39,20,39,19,10,53
3/14/2025,Metro Hospital,Tuesday,175,31,177,30,-2,56,25,17,75
3/15/2025,Metro Hospital,Tuesday,238,51,238,51,-2,32,19,29,58
3/16/2025,Metro Hospital,Tuesday,282,61,275,15,9,28,33,24,60
